date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:58:24	5407/5407	---M-Z	200	added ('OK')	application/javascript	etag:%22151f-574d81bd11b00-gzip%22	https://preview.colorlib.com/theme/fashiop/vendors/isotope/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/isotope/imagesloaded.pkgd.min.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:25	34706/34706	---M-Z	200	added ('OK')	application/javascript	etag:%228792-574d81c3beac0-gzip%22	https://preview.colorlib.com/theme/fashiop/vendors/isotope/isotope-min.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/isotope/isotope-min.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:26	42766/42766	---M-Z	200	added ('OK')	application/javascript	etag:%22a70e-574d81ead8700-gzip%22	https://preview.colorlib.com/theme/fashiop/vendors/owl-carousel/owl.carousel.min.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/owl-carousel/owl.carousel.min.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:28	4820/4820	---M-Z	200	added ('OK')	application/javascript	etag:%2212d4-574d80f007740-gzip%22	https://preview.colorlib.com/theme/fashiop/js/jquery.ajaxchimp.min.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/js/jquery.ajaxchimp.min.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:29	9028/9028	---M-Z	200	added ('OK')	application/javascript	etag:%222344-574d81b294240-gzip%22	https://preview.colorlib.com/theme/fashiop/vendors/counter-up/jquery.waypoints.min.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/counter-up/jquery.waypoints.min.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:30	2095/2095	---M-Z	200	added ('OK')	application/javascript	etag:%2282f-574d81bb29680-gzip%22	https://preview.colorlib.com/theme/fashiop/vendors/flipclock/timer.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/flipclock/timer.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:31	2576/2576	---M-Z	200	added ('OK')	application/javascript	etag:%22a10-574d81b294240-gzip%22	https://preview.colorlib.com/theme/fashiop/vendors/counter-up/jquery.counterup.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/counter-up/jquery.counterup.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:31	1230/1230	---M-Z	200	added ('OK')	application/javascript	etag:%224ce-574d80f2e3e00-gzip%22	https://preview.colorlib.com/theme/fashiop/js/mail-script.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/js/mail-script.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:32	13986/13986	---M-Z	200	added ('OK')	application/javascript	etag:%2236a2-574d80f4cc280-gzip%22	https://preview.colorlib.com/theme/fashiop/js/theme.js	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/js/theme.js	(from https://preview.colorlib.com/theme/fashiop/)
05:58:33	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22da0c-574d8277fd400%22	https://preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free.eot?w118d	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free54e9.eot	(from https://preview.colorlib.com/theme/fashiop/vendors/linericon/style.css)
05:58:33	55820/55820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22da0c-574d8277fd400%22	https://preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free.eot?	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Freed41d.eot	(from https://preview.colorlib.com/theme/fashiop/vendors/linericon/style.css)
05:58:33	21780/21780	---M--	200	added ('OK')	font/woff2	etag:%225514-574d827db6180%22	https://preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free.woff2?w118d	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free54e9.woff2	(from https://preview.colorlib.com/theme/fashiop/vendors/linericon/style.css)
05:58:34	55696/55696	---M--	200	added ('OK')	font/woff	etag:%22d990-574d827cc1f40%22	https://preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free.woff?w118d	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free54e9.woff	(from https://preview.colorlib.com/theme/fashiop/vendors/linericon/style.css)
05:58:34	55620/55620	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d944-574d827bcdd00%22	https://preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free.ttf?w118d	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free54e9.ttf	(from https://preview.colorlib.com/theme/fashiop/vendors/linericon/style.css)
05:58:36	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2212ae6-574d80db0c5c0%22	https://preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont.eot?v=4.5.0	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont3295.eot	(from https://preview.colorlib.com/theme/fashiop/css/font-awesome.min.css)
05:58:36	205847/205847	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2232417-574d8279e5880%22	https://preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free.svg?w118d	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/linericon/fonts/Linearicons-Free54e9.svg	(from https://preview.colorlib.com/theme/fashiop/vendors/linericon/style.css)
05:58:36	76518/76518	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2212ae6-574d80db0c5c0%22	https://preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfontd41d.eot	(from https://preview.colorlib.com/theme/fashiop/css/font-awesome.min.css)
05:58:37	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%22118d8-574d80dfd1100%22	https://preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont.woff2?v=4.5.0	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont3295.woff2	(from https://preview.colorlib.com/theme/fashiop/css/font-awesome.min.css)
05:58:37	90412/90412	---M--	200	added ('OK')	font/woff	etag:%221612c-574d80dde8c80%22	https://preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont.woff?v=4.5.0	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont3295.woff	(from https://preview.colorlib.com/theme/fashiop/css/font-awesome.min.css)
05:58:38	152796/152796	---MCZ	200	added ('OK')	font/ttf	etag:W/%22254dc-574d80dde8c80%22	https://preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont.ttf?v=4.5.0	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont3295.ttf	(from https://preview.colorlib.com/theme/fashiop/css/font-awesome.min.css)
05:58:39	2157/2157	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2012:58:39%20GMT	https://preview.colorlib.com/theme/fashiop/vendors/owl-carousel/owl.video.play.png	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/owl-carousel/owl.video.play.png	(from https://preview.colorlib.com/theme/fashiop/vendors/owl-carousel/owl.carousel.min.css)
05:58:39	2157/2157	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2012:58:40%20GMT	https://preview.colorlib.com/theme/fashiop/vendors/jquery-ui/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/jquery-ui/images/ui-icons_444444_256x240.png	(from https://preview.colorlib.com/theme/fashiop/vendors/jquery-ui/jquery-ui.css)
05:58:40	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f9c6-574d80dc00800%22	https://preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont.svg?v=4.5.0	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/fonts/fontawesome-webfont3295.svg	(from https://preview.colorlib.com/theme/fashiop/css/font-awesome.min.css)
05:58:40	2157/2157	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2014%20Jul%202023%2012:58:40%20GMT	https://preview.colorlib.com/theme/fashiop/vendors/jquery-ui/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/bout/preview.colorlib.com/theme/fashiop/vendors/jquery-ui/images/ui-icons_555555_256x240.png	(from https://preview.colorlib.com/theme/fashiop/vendors/jquery-ui/jquery-ui.css)
